clearVal,sn,districtName,dataDate,issueVal,issueTime,clearDate,issueDate,moveName,clearTime,issueGbn,itemCode
34,291,경남,2022-11-11,75,12:00,2022-11-11,2022-11-11,의령권역,23:00,주의보,PM25
44,337,경남,2022-12-13,158,14:00,2022-12-14,2022-12-13,의령권역,0:00,주의보,PM10
59,345,경남,2022-12-13,178,16:00,2022-12-14,2022-12-13,김해권역,1:00,주의보,PM10
86,346,경남,2022-12-13,192,16:00,2022-12-13,2022-12-13,밀양권역,23:00,주의보,PM10
89,343,경남,2022-12-13,169,16:00,2022-12-14,2022-12-13,창원권역,0:00,주의보,PM10
59,329,경남,2022-12-13,171,13:00,2022-12-14,2022-12-13,남해권역,0:00,주의보,PM10
44,339,경남,2022-12-13,177,15:00,2022-12-14,2022-12-13,통영권역,1:00,주의보,PM10
70,335,경남,2022-12-13,172,14:00,2022-12-14,2022-12-13,사천권역,1:00,주의보,PM10
50,331,경남,2022-12-13,185,13:00,2022-12-13,2022-12-13,산청권역,23:00,주의보,PM10
68,347,경남,2022-12-13,183,16:00,2022-12-14,2022-12-13,창녕권역,0:00,주의보,PM10
70,336,경남,2022-12-13,168,14:00,2022-12-14,2022-12-13,하동권역,0:00,주의보,PM10
53,344,경남,2022-12-13,212,16:00,2022-12-14,2022-12-13,진주권역,1:00,주의보,PM10
75,354,경남,2022-12-13,200,17:00,2022-12-14,2022-12-13,양산권역,1:00,주의보,PM10
61,325,경남,2022-12-13,166,12:00,2022-12-13,2022-12-13,거창권역,22:00,주의보,PM10
86,330,경남,2022-12-13,191,13:00,2022-12-13,2022-12-13,합천권역,23:00,주의보,PM10
83,341,경남,2022-12-13,171,15:00,2022-12-13,2022-12-13,함안권역,23:00,주의보,PM10
99,360,경남,2022-12-13,181,18:00,2022-12-14,2022-12-13,거제권역,2:00,주의보,PM10
30,340,경남,2022-12-13,169,15:00,2022-12-14,2022-12-13,고성권역,1:00,주의보,PM10
46,333,경남,2022-12-13,218,13:00,2022-12-13,2022-12-13,함양권역,22:00,주의보,PM10
31,38,경북,2022-01-09,79,21:00,2022-01-11,2022-01-09,서부권역,5:00,주의보,PM25
26,105,경북,2022-02-26,78,2:00,2022-02-26,2022-02-26,서부권역,16:00,주의보,PM25
84,167,경북,2022-03-05,169,5:00,2022-03-05,2022-03-05,울릉권역,9:00,주의보,PM10
91,161,경북,2022-03-05,182,4:00,2022-03-05,2022-03-05,동부권역,16:00,주의보,PM10
98,147,경북,2022-03-05,186,2:00,2022-03-05,2022-03-05,서부권역,15:00,주의보,PM10
68,372,경북,2022-12-13,168,19:00,2022-12-13,2022-12-13,서부권역,22:00,주의보,PM10
41,371,경북,2022-12-13,151,22:00,2022-12-14,2022-12-13,동부권역,0:00,주의보,PM10
33,67,광주,2022-01-10,80,13:00,2022-01-11,2022-01-10,광주권역,1:00,주의보,PM25
26,129,광주,2022-02-26,85,11:00,2022-02-26,2022-02-26,광주권역,15:00,주의보,PM25
37,172,광주,2022-03-05,213,6:00,2022-03-05,2022-03-05,광주권역,15:00,주의보,PM10
94,263,광주,2022-04-27,165,21:00,2022-04-28,2022-04-27,광주권역,7:00,주의보,PM10
43,369,광주,2022-12-13,106,23:00,2022-12-14,2022-12-13,광주권역,0:00,주의보,PM10
310,315,광주,2022-12-13,228,11:00,2022-12-13,2022-12-13,광주권역,19:00,주의보,PM10
106,365,광주,2022-12-13,310,19:00,2022-12-13,2022-12-13,광주권역,23:00,경보,PM10
30,50,대구,2022-01-10,81,9:00,2022-01-11,2022-01-10,대구권역,5:00,주의보,PM25
26,108,대구,2022-02-26,76,3:00,2022-02-26,2022-02-26,대구권역,15:00,주의보,PM25
91,178,대구,2022-03-05,221,6:00,2022-03-05,2022-03-05,대구권역,13:00,주의보,PM10
37,342,대구,2022-12-13,179,15:00,2022-12-13,2022-12-13,대구권역,23:00,주의보,PM10
28,35,대전,2022-01-09,77,21:00,2022-01-11,2022-01-09,동부권역,1:00,주의보,PM25
30,36,대전,2022-01-09,76,21:00,2022-01-11,2022-01-09,서부권역,1:00,주의보,PM25
33,88,대전,2022-02-12,80,11:00,2022-02-12,2022-02-12,서부권역,16:00,주의보,PM25
33,92,대전,2022-02-12,78,22:00,2022-02-13,2022-02-12,서부권역,14:00,주의보,PM25
34,87,대전,2022-02-12,87,11:00,2022-02-12,2022-02-12,동부권역,16:00,주의보,PM25
85,199,대전,2022-03-05,178,5:00,2022-03-05,2022-03-05,서부권역,14:00,주의보,PM10
86,198,대전,2022-03-05,182,5:00,2022-03-05,2022-03-05,동부권역,14:00,주의보,PM10
93,267,대전,2022-04-27,177,22:00,2022-04-28,2022-04-27,동부권역,7:00,주의보,PM10
96,254,대전,2022-04-27,174,10:00,2022-04-27,2022-04-27,동부권역,16:00,주의보,PM10
99,260,대전,2022-04-27,160,11:00,2022-04-27,2022-04-27,서부권역,15:00,주의보,PM10
99,268,대전,2022-04-27,159,22:00,2022-04-28,2022-04-27,서부권역,5:00,주의보,PM10
92,318,대전,2022-12-13,174,11:00,2022-12-13,2022-12-13,동부권역,20:00,주의보,PM10
90,320,대전,2022-12-13,181,11:00,2022-12-13,2022-12-13,서부권역,20:00,주의보,PM10
33,60,부산,2022-01-10,77,11:00,2022-01-11,2022-01-10,서부권역,11:00,주의보,PM25
33,121,부산,2022-02-26,84,5:00,2022-02-26,2022-02-26,중부권역,16:00,주의보,PM25
31,124,부산,2022-02-26,80,8:00,2022-02-26,2022-02-26,동부권역,17:00,주의보,PM25
34,120,부산,2022-02-26,75,5:00,2022-02-26,2022-02-26,서부권역,16:00,주의보,PM25
28,123,부산,2022-02-26,76,8:00,2022-02-26,2022-02-26,남부권역,16:00,주의보,PM25
32,132,부산,2022-03-04,75,14:00,2022-03-04,2022-03-04,서부권역,20:00,주의보,PM25
79,215,부산,2022-03-05,164,10:00,2022-03-05,2022-03-05,남부권역,14:00,주의보,PM10
78,209,부산,2022-03-05,203,9:00,2022-03-05,2022-03-05,동부권역,14:00,주의보,PM10
99,214,부산,2022-03-05,163,10:00,2022-03-05,2022-03-05,서부권역,13:00,주의보,PM10
78,216,부산,2022-03-05,163,10:00,2022-03-05,2022-03-05,중부권역,14:00,주의보,PM10
40,355,부산,2022-12-13,162,17:00,2022-12-14,2022-12-13,남부권역,2:00,주의보,PM10
42,363,부산,2022-12-13,188,18:00,2022-12-14,2022-12-13,중부권역,2:00,주의보,PM10
51,362,부산,2022-12-13,194,18:00,2022-12-14,2022-12-13,동부권역,2:00,주의보,PM10
40,356,부산,2022-12-13,167,17:00,2022-12-14,2022-12-13,서부권역,2:00,주의보,PM10
23,1,서울,2022-01-08,82,22:00,2022-01-10,2022-01-08,서울권역,21:00,주의보,PM25
33,78,서울,2022-02-11,82,23:00,2022-02-13,2022-02-11,서울권역,21:00,주의보,PM25
86,200,서울,2022-03-05,247,8:00,2022-03-05,2022-03-05,서울권역,12:00,주의보,PM10
93,140,서울,2022-03-05,160,1:00,2022-03-05,2022-03-05,서울권역,4:00,주의보,PM10
89,243,서울,2022-04-27,167,6:00,2022-04-27,2022-04-27,서울권역,23:00,주의보,PM10
33,283,서울,2022-11-10,76,0:00,2022-11-11,2022-11-10,서울권역,5:00,주의보,PM25
85,358,서울,2022-12-13,126,17:00,2022-12-13,2022-12-13,서울권역,18:00,주의보,PM10
126,314,서울,2022-12-13,344,10:00,2022-12-13,2022-12-13,서울권역,17:00,경보,PM10
344,303,서울,2022-12-13,283,4:00,2022-12-13,2022-12-13,서울권역,10:00,주의보,PM10
29,32,세종,2022-01-09,80,18:00,2022-01-11,2022-01-09,세종권역,0:00,주의보,PM25
31,83,세종,2022-02-12,94,10:00,2022-02-13,2022-02-12,세종권역,18:00,주의보,PM25
89,217,세종,2022-03-05,170,4:00,2022-03-05,2022-03-05,세종권역,13:00,주의보,PM10
94,256,세종,2022-04-27,160,11:00,2022-04-27,2022-04-27,세종권역,17:00,주의보,PM10
93,266,세종,2022-04-27,160,21:00,2022-04-28,2022-04-27,세종권역,6:00,주의보,PM10
21,290,세종,2022-11-10,79,21:00,2022-11-11,2022-11-10,세종권역,14:00,주의보,PM25
83,173,울산,2022-03-05,163,6:00,2022-03-05,2022-03-05,울산권역,12:00,주의보,PM10
95,361,울산,2022-12-13,175,18:00,2022-12-14,2022-12-13,울산권역,1:00,주의보,PM10
32,4,인천,2022-01-08,82,23:00,2022-01-10,2022-01-08,서부권역,22:00,주의보,PM25
33,5,인천,2022-01-08,86,23:00,2022-01-11,2022-01-08,강화권역,2:00,주의보,PM25
33,3,인천,2022-01-08,81,22:00,2022-01-10,2022-01-08,영종·영흥권역,19:00,주의보,PM25
27,11,인천,2022-01-08,83,0:00,2022-01-10,2022-01-09,동남부권역,20:00,주의보,PM25
27,94,인천,2022-02-11,76,13:00,2022-02-13,2022-02-11,영종·영흥권역,23:00,주의보,PM25
33,74,인천,2022-02-11,93,12:00,2022-02-13,2022-02-11,동남부권역,19:00,주의보,PM25
31,77,인천,2022-02-11,87,13:00,2022-02-12,2022-02-11,강화권역,17:00,주의보,PM25
30,75,인천,2022-02-11,92,12:00,2022-02-13,2022-02-11,서부권역,18:00,주의보,PM25
99,180,인천,2022-03-05,275,6:00,2022-03-05,2022-03-05,강화권역,11:00,주의보,PM10
67,176,인천,2022-03-05,256,6:00,2022-03-05,2022-03-05,서부권역,12:00,주의보,PM10
66,177,인천,2022-03-05,284,6:00,2022-03-05,2022-03-05,영종·영흥권역,12:00,주의보,PM10
66,179,인천,2022-03-05,246,6:00,2022-03-05,2022-03-05,동남부권역,12:00,주의보,PM10
98,136,인천,2022-03-04,158,0:00,2022-03-05,2022-03-05,영종·영흥권역,3:00,주의보,PM10
32,137,인천,2022-03-04,82,0:00,2022-03-05,2022-03-05,영종·영흥권역,2:00,주의보,PM25
16,225,인천,2022-03-10,80,11:00,2022-03-10,2022-03-10,강화권역,14:00,주의보,PM25
33,224,인천,2022-03-10,83,9:00,2022-03-10,2022-03-10,영종·영흥권역,15:00,주의보,PM25
21,228,인천,2022-03-12,81,9:00,2022-03-12,2022-03-12,영종·영흥권역,17:00,주의보,PM25
22,234,인천,2022-04-26,80,1:00,2022-04-26,2022-04-26,동남부권역,4:00,주의보,PM25
23,233,인천,2022-04-26,82,1:00,2022-04-26,2022-04-26,영종·영흥권역,4:00,주의보,PM25
97,235,인천,2022-04-27,182,4:00,2022-04-27,2022-04-27,영종·영흥권역,19:00,주의보,PM10
90,236,인천,2022-04-27,203,4:00,2022-04-27,2022-04-27,강화권역,20:00,주의보,PM10
98,241,인천,2022-04-27,179,5:00,2022-04-27,2022-04-27,동남부권역,20:00,주의보,PM10
92,239,인천,2022-04-27,176,5:00,2022-04-27,2022-04-27,서부권역,20:00,주의보,PM10
33,270,인천,2022-05-23,82,12:00,2022-05-23,2022-05-23,강화권역,18:00,주의보,PM25
33,279,인천,2022-10-01,81,14:00,2022-10-01,2022-10-01,서부권역,18:00,주의보,PM25
34,278,인천,2022-10-01,77,13:00,2022-10-02,2022-10-01,영종·영흥권역,10:00,주의보,PM25
32,277,인천,2022-10-01,81,12:00,2022-10-01,2022-10-01,동남부권역,20:00,주의보,PM25
32,286,인천,2022-11-10,79,11:00,2022-11-11,2022-11-10,동남부권역,7:00,주의보,PM25
32,287,인천,2022-11-10,94,11:00,2022-11-12,2022-11-10,영종·영흥권역,17:00,주의보,PM25
32,292,인천,2022-11-11,83,21:00,2022-11-12,2022-11-11,강화권역,14:00,주의보,PM25
76,357,인천,2022-12-13,105,17:00,2022-12-13,2022-12-13,서부권역,18:00,주의보,PM10
132,297,인천,2022-12-13,335,3:00,2022-12-13,2022-12-13,영종·영흥권역,16:00,경보,PM10
313,294,인천,2022-12-13,248,2:00,2022-12-13,2022-12-13,동남부권역,4:00,주의보,PM10
138,317,인천,2022-12-13,352,11:00,2022-12-13,2022-12-13,강화권역,16:00,경보,PM10
335,295,인천,2022-12-13,305,2:00,2022-12-13,2022-12-13,영종·영흥권역,3:00,주의보,PM10
313,296,인천,2022-12-13,301,3:00,2022-12-13,2022-12-13,서부권역,4:00,주의보,PM10
105,300,인천,2022-12-13,313,4:00,2022-12-13,2022-12-13,서부권역,17:00,경보,PM10
74,349,인천,2022-12-13,134,16:00,2022-12-13,2022-12-13,동남부권역,17:00,주의보,PM10
75,350,인천,2022-12-13,132,16:00,2022-12-13,2022-12-13,영종·영흥권역,17:00,주의보,PM10
84,351,인천,2022-12-13,138,16:00,2022-12-13,2022-12-13,강화권역,17:00,주의보,PM10
134,301,인천,2022-12-13,313,4:00,2022-12-13,2022-12-13,동남부권역,16:00,경보,PM10
352,293,인천,2022-12-13,277,2:00,2022-12-13,2022-12-13,강화권역,11:00,주의보,PM10
33,64,전남,2022-01-10,75,12:00,2022-01-11,2022-01-10,동부권,2:00,주의보,PM25
34,91,전남,2022-02-12,75,21:00,2022-02-15,2022-02-12,서부권,0:00,주의보,PM25
93,174,전남,2022-03-05,194,6:00,2022-03-05,2022-03-05,중부권,14:00,주의보,PM10
65,175,전남,2022-03-05,196,6:00,2022-03-05,2022-03-05,서부권,14:00,주의보,PM10
88,194,전남,2022-03-05,207,7:00,2022-03-05,2022-03-05,동부권,15:00,주의보,PM10
97,262,전남,2022-04-27,176,14:00,2022-04-28,2022-04-27,서부권,4:00,주의보,PM10
68,332,전남,2022-12-13,201,13:00,2022-12-14,2022-12-13,동부권,1:00,주의보,PM10
51,311,전남,2022-12-13,201,9:00,2022-12-14,2022-12-13,서부권,0:00,주의보,PM10
62,316,전남,2022-12-13,227,11:00,2022-12-14,2022-12-13,중부권,0:00,주의보,PM10
32,31,전북,2022-01-09,79,13:00,2022-01-10,2022-01-09,서부권역,22:00,주의보,PM25
33,52,전북,2022-01-10,79,10:00,2022-01-11,2022-01-10,중부권역,1:00,주의보,PM25
32,69,전북,2022-01-26,78,21:00,2022-01-27,2022-01-26,동부권역,12:00,주의보,PM25
34,82,전북,2022-02-12,77,9:00,2022-02-14,2022-02-12,중부권역,21:00,주의보,PM25
34,81,전북,2022-02-12,79,8:00,2022-02-14,2022-02-12,서부권역,23:00,주의보,PM25
33,101,전북,2022-02-25,82,22:00,2022-02-26,2022-02-25,동부권역,14:00,주의보,PM25
61,166,전북,2022-03-05,220,5:00,2022-03-05,2022-03-05,동부권역,15:00,주의보,PM10
99,153,전북,2022-03-05,204,3:00,2022-03-05,2022-03-05,서부권역,13:00,주의보,PM10
71,160,전북,2022-03-05,202,4:00,2022-03-05,2022-03-05,중부권역,14:00,주의보,PM10
97,258,전북,2022-04-27,184,11:00,2022-04-28,2022-04-27,중부권역,3:00,주의보,PM10
97,259,전북,2022-04-27,217,11:00,2022-04-28,2022-04-27,서부권역,0:00,주의보,PM10
301,313,전북,2022-12-13,219,10:00,2022-12-13,2022-12-13,서부권역,14:00,주의보,PM10
70,338,전북,2022-12-13,301,14:00,2022-12-13,2022-12-13,서부권역,22:00,경보,PM10
53,321,전북,2022-12-13,213,11:00,2022-12-13,2022-12-13,중부권역,22:00,주의보,PM10
45,326,전북,2022-12-13,213,12:00,2022-12-13,2022-12-13,동부권역,23:00,주의보,PM10
15,130,제주,2022-02-27,75,1:00,2022-02-27,2022-02-27,제주권역,3:00,주의보,PM25
92,212,제주,2022-03-05,187,9:00,2022-03-05,2022-03-05,제주권역,15:00,주의보,PM10
64,370,제주,2022-12-14,213,23:00,2022-12-14,2022-12-13,제주권역,1:00,주의보,PM10
32,15,충남,2022-01-09,86,4:00,2022-01-10,2022-01-09,서부권역,20:00,주의보,PM25
28,14,충남,2022-01-09,81,4:00,2022-01-10,2022-01-09,북부권역,23:00,주의보,PM25
30,34,충남,2022-01-09,78,20:00,2022-01-11,2022-01-09,동남부권역,0:00,주의보,PM25
32,73,충남,2022-02-11,76,12:00,2022-02-15,2022-02-11,북부권역,1:00,주의보,PM25
33,79,충남,2022-02-12,77,1:00,2022-02-14,2022-02-12,서부권역,22:00,주의보,PM25
33,84,충남,2022-02-12,93,10:00,2022-02-12,2022-02-12,동남부권역,16:00,주의보,PM25
32,93,충남,2022-02-13,75,1:00,2022-02-14,2022-02-13,동남부권역,21:00,주의보,PM25
95,134,충남,2022-03-04,167,17:00,2022-03-04,2022-03-04,북부권역,20:00,주의보,PM10
94,158,충남,2022-03-05,178,4:00,2022-03-05,2022-03-05,동남부권역,13:00,주의보,PM10
90,152,충남,2022-03-05,176,3:00,2022-03-05,2022-03-05,북부권역,13:00,주의보,PM10
78,146,충남,2022-03-05,176,2:00,2022-03-05,2022-03-05,서부권역,12:00,주의보,PM10
31,222,충남,2022-03-09,78,0:00,2022-03-10,2022-03-10,북부권역,15:00,주의보,PM25
30,226,충남,2022-03-12,76,2:00,2022-03-12,2022-03-12,북부권역,15:00,주의보,PM25
97,250,충남,2022-04-27,186,7:00,2022-04-27,2022-04-27,서부권역,21:00,주의보,PM10
92,249,충남,2022-04-27,185,7:00,2022-04-28,2022-04-27,북부권역,2:00,주의보,PM10
99,257,충남,2022-04-27,185,11:00,2022-04-28,2022-04-27,동남부권역,4:00,주의보,PM10
34,281,충남,2022-11-09,76,23:00,2022-11-11,2022-11-09,북부권역,15:00,주의보,PM25
34,289,충남,2022-11-10,77,21:00,2022-11-11,2022-11-10,서부권역,14:00,주의보,PM25
56,310,충남,2022-12-13,184,8:00,2022-12-13,2022-12-13,서부권역,20:00,주의보,PM10
91,312,충남,2022-12-13,165,10:00,2022-12-13,2022-12-13,북부권역,16:00,주의보,PM10
56,319,충남,2022-12-13,171,11:00,2022-12-13,2022-12-13,동남부권역,21:00,주의보,PM10
30,33,충북,2022-01-09,78,20:00,2022-01-11,2022-01-09,북부권역,4:00,주의보,PM25
33,37,충북,2022-01-09,87,21:00,2022-01-11,2022-01-09,남부권역,6:00,주의보,PM25
33,29,충북,2022-01-09,90,13:00,2022-01-11,2022-01-09,중부권역,1:00,주의보,PM25
33,85,충북,2022-02-12,85,10:00,2022-02-14,2022-02-12,중부권역,13:00,주의보,PM25
32,86,충북,2022-02-12,85,10:00,2022-02-12,2022-02-12,남부권역,16:00,주의보,PM25
31,90,충북,2022-02-12,78,13:00,2022-02-12,2022-02-12,북부권역,17:00,주의보,PM25
33,99,충북,2022-02-25,76,21:00,2022-02-26,2022-02-25,중부권역,16:00,주의보,PM25
